genre - Concatenate,artist_name,genre - Mode
Pop R&B R&B R&B R&B R&B R&B R&B,Tamia,R&B
Comedy,Tammy Pescatelli,Comedy
R&B,Tammy Rivera,R&B
Blues,Tampa Red,Blues
Classical Classical Classical Classical Classical Classical Classical Classical,Tan Dun,Classical
Pop Pop,Tana Mongeau,Pop
Pop Pop R&B R&B R&B R&B R&B R&B R&B R&B R&B R&B R&B R&B R&B R&B R&B,Tank,R&B
Alternative,Tantric,Alternative
Jazz Jazz Jazz Jazz,Tape Five,Jazz
Alternative,Taproot,Alternative
Jazz,Taryn Spilmann,Jazz
Blues,Taste,Blues
Pop,Tate McRae,Pop
Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop,Tay-K,Hip-Hop
Alternative Alternative Alternative,Tayla Parx,Alternative
R&B,Taylor Diaz,R&B
Jazz Jazz R&B,Taylor McFerrin,Jazz
Pop Pop Pop Pop Pop Pop Pop Pop Pop Pop Pop Pop Pop Pop Pop Pop Pop Pop Pop Pop Pop Pop Pop Pop Pop Pop Pop Pop Pop,Taylor Swift,Pop
Alternative R&B,TeaMarrr,Alternative
Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Pop Pop Pop,Tech N9ne,Hip-Hop
Pop,Tech N9ne Collabos,Pop
Blues Blues Blues Blues Blues Blues Folk,Ted Hawkins,Blues
Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues,Ted Nugent,Blues
Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop,Tedashii,Hip-Hop
R&B R&B R&B,Teddy Pendergrass,R&B
Pop Pop,Teddy Robb,Pop
Alternative,Teddybears,Alternative
Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Folk Folk Folk Folk Folk Folk Folk Folk Folk,Tedeschi Trucks Band,Blues
Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Pop Pop Pop Pop Pop,Tee Grizzley,Hip-Hop
Alternative R&B,Teedra Moses,Alternative
R&B,Teena Marie,R&B
Alternative,Teenage Wrist,Alternative
Jazz,Teeth Of The Sea,Jazz
Folk Folk Folk,Tegan and Sara,Folk
Hip-Hop,Tego Calderon,Hip-Hop
R&B R&B,Tei Shi,R&B
Blues Blues Blues Blues Blues Blues Blues Alternative Folk,Television,Blues
Alternative Alternative Alternative Alternative Alternative,Temple Of The Dog,Alternative
Blues Blues Blues Blues Blues Blues Folk,Ten Years After,Blues
Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Alternative Alternative Alternative Alternative,Tenacious D,Comedy
Folk Folk Folk Folk Folk,Tennis,Folk
Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative,Tenth Avenue North,Alternative
Jazz,Terence Blanchard,Jazz
Opera Opera,Teresa Berganza,Opera
Jazz,Terrace Martin,Jazz
R&B,Terrace Martin Presents The Pollyseeds,R&B
Pop,Terror Jr,Pop
Hip-Hop,Terror Reid,Hip-Hop
Hip-Hop,Terror Squad,Hip-Hop
Classical Classical Classical Classical,Terry Riley,Classical
Blues,Terry Wright,Blues
Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz,TesseracT,Jazz
R&B R&B R&B R&B R&B,Tevin Campbell,R&B
Alternative Alternative Alternative Alternative Alternative Alternative Pop Pop R&B R&B R&B R&B R&B R&B R&B R&B,Teyana Taylor,R&B
Pop,Thalía,Pop
R&B,Thama,R&B
Folk,The 13th Floor Elevators,Folk
Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Pop Pop Pop Pop Pop Pop Pop Pop Pop Pop,The 1975,Alternative
Jazz,The 49ers,Jazz
Folk Folk Folk Folk,The 5th Dimension,Folk
Blues,The Action,Blues
Alternative Alternative Alternative,The Afters,Alternative
Alternative Hip-Hop,The Alchemist,Alternative
Jazz,The Algorithm,Jazz
Pop Pop,The All-American Rejects,Pop
Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Folk Folk Folk Folk Folk Folk Folk Folk,The Allman Brothers Band,Blues
Blues Blues,The Almighty Defenders,Blues
Folk,The American Breed,Folk
Jazz Jazz,The Andrews Sisters,Jazz
Blues Blues Blues Blues Blues Blues Folk Folk,The Animals,Blues
Folk Folk,The Antlers,Folk
Pop,The Arcadian Wild,Pop
Folk,The Archies,Folk
Blues Blues Blues Blues Blues Blues,The Arcs,Blues
Classical Classical,The Aristocrats,Classical
Folk Folk Folk Folk,The Association,Folk
Blues,The Atomic Bitchwax,Blues
Alternative,The Avalanches,Alternative
Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Pop Pop Pop,The Avett Brothers,Folk
Jazz,The Bahama Soul Club,Jazz
Folk Folk Folk Folk,The Ballroom Thieves,Folk
Jazz Jazz Jazz,The Bamboos,Jazz
Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Folk Folk Folk Folk,The Band,Blues
Folk Folk Folk Folk Folk Folk,The Band CAMINO,Folk
Alternative,The Band Of Heathens,Alternative
Jazz Jazz,The Bar-Kays,Jazz
Folk Folk Folk Folk Folk Folk Pop,The Barr Brothers,Folk
Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Pop Pop Pop,The Beach Boys,Folk
Blues,The Belmonts,Blues
Alternative,The Beta Band,Alternative
Blues,The Big Bopper,Blues
Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues,The Black Angels,Blues
Blues Blues Blues Blues Blues Blues Blues Alternative Alternative,The Black Crowes,Blues
Pop Pop Pop,The Black Eyed Peas,Pop
Alternative,The Black Ghosts,Alternative
Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative,The Black Keys,Blues
Jazz,The Black Market Trust,Jazz
Jazz Jazz,The Blackbyrds,Jazz
Blues Blues Blues,The Blackwater Fever,Blues
Alternative,The Bloody Beetroots,Alternative
Blues Blues Blues Blues Blues Blues Alternative,The Blue Stones,Blues
Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues,The Blues Brothers,Blues
Blues,The Bobbettes,Blues
Blues Blues Blues Blues,The Bones of J.R. Jones,Blues
R&B,The Bonfyre,R&B
Jazz,The Boswell Sisters,Jazz
Folk Folk Folk Folk,The Bouncing Souls,Folk
Jazz Jazz Jazz Jazz,The Brand New Heavies,Jazz
Alternative,The Bravery,Alternative
Alternative,The Breeders,Alternative
Blues,The Brew,Blues
Alternative,The Brian Jonestown Massacre,Alternative
Folk,The Brothers Four,Folk
Jazz,The Brothers Johnson,Jazz
Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz,The Budos Band,Jazz
Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Folk Folk Folk Folk Folk Folk,The Byrds,Blues
Pop Pop Pop,The Cab,Pop
Blues,The Cadillacs,Blues
Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues,The California Honeydrops,Blues
Jazz Jazz Jazz,The Cancel,Jazz
Folk Pop,The Cardigans,Folk
Folk Folk Folk Folk,The Cars,Folk
Pop Pop Pop Pop R&B R&B R&B R&B R&B,The Carters,R&B
Jazz Jazz Jazz Jazz Jazz Jazz Jazz,The Cat Empire,Jazz
Folk,The Cave Singers,Folk
Pop Pop Pop Pop Pop Pop Pop Pop Pop Pop Pop Pop Pop,The Chainsmokers,Pop
Blues Blues,The Chantels,Blues
Jazz,The Charleston Chasers,Jazz
Alternative Alternative Alternative,The Chemical Brothers,Alternative
Blues Blues,The Chiffons,Blues
Jazz,The Cinematic Orchestra,Jazz
Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Pop,The Civil Wars,Folk
Folk Folk,The Clancy Brothers,Folk
Blues,The Cleftones,Blues
Folk,The Clientele,Folk
Blues Blues,The Clovers,Blues
Blues Blues Blues,The Coasters,Blues
Blues Blues Blues Blues,The Cold Stares,Blues
Jazz Jazz,The Comet Is Coming,Jazz
Jazz Jazz Jazz Jazz Jazz Jazz Jazz,The Contortionist,Jazz
Jazz,The Cooltrane Quartet,Jazz
Jazz,The Correspondents,Jazz
Pop,The Corrs,Pop
Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues,The Cramps,Blues
Pop Pop,The Cranberries,Pop
Blues Blues,The Crests,Blues
Jazz Jazz Jazz Jazz Jazz,The Crusaders,Jazz
Alternative Alternative Alternative,The Cult,Alternative
Folk,The Cyrkle,Folk
Jazz Jazz Jazz,The Dave Brubeck Quartet,Jazz
Alternative Alternative Folk,The Dead Milkmen,Alternative
Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Alternative,The Dead Weather,Blues
Alternative Alternative Alternative Folk Folk Folk Folk Folk Folk Folk Folk Folk,The Decemberists,Folk
Folk,The Deep Dark Woods,Folk
Folk,The Del McCoury Band,Folk
Blues Blues,The Del-Vikings,Blues
Blues,The Dells,Blues
Blues,The Delmonas,Blues
Blues Blues Blues,The Delta Saints,Blues
Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues,The Derek Trucks Band,Blues
Blues Blues,The Devil and the Almighty Blues,Blues
Blues,The Dictators,Blues
Jazz Jazz Jazz Jazz,The Dillinger Escape Plan,Jazz
Jazz,The Dining Rooms,Jazz
Hip-Hop,The Diplomats,Hip-Hop
Blues,The Dirtbombs,Blues
Folk,The Dodos,Folk
Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Folk Folk Folk Folk Folk Folk,The Doobie Brothers,Blues
Blues,The Dovells,Blues
Alternative,The Downtown Fiction,Alternative
Jazz Jazz,The Dramatics,Jazz
Folk,The Dresden Dolls,Folk
Blues Blues Blues Blues Blues Blues Folk Folk Folk Folk,The Drifters,Blues
Alternative Alternative Alternative Alternative,The Driver Era,Alternative
Alternative,The Drums,Alternative
Folk,The Dubliners,Folk
Blues Blues Blues Blues,The Dubs,Blues
Blues,The Duprees,Blues
Jazz Jazz,The Dynamics,Jazz
Blues,The Earls,Blues
Folk,The East Pointers,Folk
Blues,The Edgar Winter Group,Blues
Blues,The El Dorados,Blues
Blues,The Electric Flag,Blues
Folk,The Electric Prunes,Folk
Jazz Jazz,The Electric Swing Circus,Jazz
Blues,The Elegants,Blues
Blues,The Elgins,Blues
Jazz Jazz,The Emotions,Jazz
Folk Folk Folk Pop,The Everly Brothers,Folk
Alternative,The Exies,Alternative
Blues Blues,The Fabulous Thunderbirds,Blues
Blues Blues,The Fall,Blues
Blues Blues,The Feelies,Blues
Folk,The Felice Brothers,Folk
Jazz,The Filthy Six,Jazz
Blues,The Five Keys,Blues
Blues Blues,The Five Satins,Blues
Alternative Alternative Folk Folk Folk Folk Folk Folk Folk,The Flaming Lips,Folk
Blues,The Flamingos,Blues
Folk Folk,The Flatliners,Folk
Blues Blues,The Fleetwoods,Blues
Folk,The Flying Burrito Brothers,Folk
Blues,The Flying Eyes,Blues
Folk Folk Folk Pop,The Foundations,Folk
Alternative,The Fratellis,Alternative
Pop Pop,The Fray,Pop
Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative,The Front Bottoms,Alternative
Blues,The Fumes,Blues
Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop,The Game,Hip-Hop
Blues Blues,The Georgia Satellites,Blues
Blues,The Go,Blues
Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Pop Pop,The Goo Goo Dolls,Alternative
Blues,The Gories,Blues
Folk Folk Folk Folk Folk Folk,The Grass Roots,Folk
Blues Blues,The Greenhornes,Blues
Blues Blues,The Gregg Allman Band,Blues
Pop,The Gregory Brothers,Pop
Blues Blues,The Groundhogs,Blues
Blues Blues Blues Blues Blues Blues Blues Blues Blues Folk Folk Folk Folk Folk Folk,The Guess Who,Blues
Comedy,The Guy Who Sings Your Name Over and Over,Comedy
Blues,The Harptones,Blues
Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Pop Pop Pop Pop,The Head and the Heart,Folk
Blues,The Heartbeats,Blues
Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues,The Heavy,Blues
Jazz,The Herbaliser,Jazz
R&B,The Hics,R&B
Folk Folk Folk,The High Kings,Folk
Classical,The Hilliard Ensemble,Classical
Pop,The Him,Pop
Folk Folk Folk Folk,The Hollies,Folk
Alternative,The Hotelier,Alternative
Blues,The Hunches,Blues
Folk Folk Folk,The Hunna,Folk
Blues Blues Blues Blues Blues Blues Blues,The Impressions,Blues
Jazz Jazz Jazz Jazz Jazz,The Ink Spots,Jazz
Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop R&B R&B R&B R&B R&B R&B R&B R&B R&B R&B R&B R&B,The Internet,R&B
Blues Blues,The Intruders,Blues
Folk,The Irish Rovers,Folk
Blues Blues Blues Blues Blues Folk Pop,The J. Geils Band,Blues
Blues Blues,The James Hunter Six,Blues
Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk R&B R&B R&B R&B R&B R&B R&B R&B R&B R&B R&B R&B,The Japanese House,Folk
Alternative Folk,The Jayhawks,Alternative
Jazz,The Jazz Jousters,Jazz
Blues Blues Blues Blues Blues Blues,The Jeff Healey Band,Blues
Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy,The Jerky Boys,Comedy
Blues,The Jon Spencer Blues Explosion,Blues
Jazz Jazz Jazz,The Jones Girls,Jazz
Jazz,The Juju Orchestra,Jazz
Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Alternative,The Kills,Blues
Blues Blues Blues Blues,The King Khan & BBQ Show,Blues
Folk,The Kingston Trio,Folk
Folk Folk Folk Folk Folk,The Kinks,Folk
Pop,The Knack,Pop
Alternative,The Knife,Alternative
Alternative Alternative Alternative,The Knocks,Alternative
Jazz Jazz,The Latin Brothers,Jazz
Folk,The Lawrence Arms,Folk
Folk,The Left Banke,Folk
Folk,The Lemon Pipers,Folk
Alternative Alternative,The Lemonheads,Alternative
Folk,The Lone Bellow,Folk
Jazz,The Los Angeles Jazz Ensemble,Jazz
Blues Blues,The Louisiana Blues Brothas,Blues
Blues Blues,The Love Doctor,Blues
Folk Folk Pop,The Lovin' Spoonful,Folk
Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Pop Pop Pop Pop Pop Pop Pop Pop Pop,The Lumineers,Folk
Alternative Folk Folk,The Magnetic Fields,Folk
Blues,The Magpie Salute,Blues
Jazz Jazz Jazz,The Main Ingredient,Jazz
Folk Folk Pop,The Mamas & The Papas,Folk
Alternative Alternative,The Man Who,Alternative
Jazz,The Manhattan Transfer,Jazz
Blues Blues,The Marcels,Blues
Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues,The Marcus King Band,Blues
Alternative,The Mars Volta,Alternative
Blues Blues Blues Blues Blues Blues Blues Blues Blues Folk Folk Folk Folk,The Marshall Tucker Band,Blues
Blues Blues Blues Blues Blues Blues Blues,The Marvelettes,Blues
Pop Pop R&B R&B R&B R&B R&B R&B,The Marías,R&B
Pop Pop Pop Pop Pop Pop,The Mayries,Pop
Alternative Alternative Folk Folk Folk,The Menzingers,Folk
Jazz Jazz Jazz Jazz Jazz Jazz Jazz,The Meters,Jazz
Folk Folk Folk Folk Folk,The Microphones,Folk
Pop,The Mighty Mighty Bosstones,Pop
Folk Folk Folk,The Milk Carton Kids,Folk
Jazz,The Mills Brothers,Jazz
Blues Blues Blues Blues,The Miracles,Blues
Jazz Jazz Jazz,The Modern Jazz Quartet,Jazz
Blues Blues Blues Blues Blues Blues Blues Alternative Folk Folk Folk,The Modern Lovers,Blues
Folk,The Moldy Peaches,Folk
Folk Folk Folk Folk Pop,The Monkees,Folk
Blues,The Monotones,Blues
Jazz,The Monty Alexander Trio,Jazz
Folk,The Moody Blues,Folk
Blues Blues,The Mooney Suzuki,Blues
Folk Folk Folk Folk Folk Folk Folk,The Mountain Goats,Folk
Blues,The Muggs,Blues
Alternative Alternative Pop,The Naked And Famous,Alternative
Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Pop Pop,The National,Folk
Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Pop Pop Pop Pop Pop Pop Pop,The Neighbourhood,Alternative
Blues,The Nerves,Blues
Blues Blues Blues Blues,The Neville Brothers,Blues
Jazz,The New Birth,Jazz
Folk,The New Pornographers,Folk
Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Pop Pop,The Notorious B.I.G.,Hip-Hop
Alternative Alternative R&B,The O'My's,Alternative
Folk,The O'Reillys and the Paddyhats,Folk
Alternative,The Obsessives,Alternative
Comedy Comedy Comedy,"The Odd Man Who Sings About Poop, Puke and Pee",Comedy
Alternative Alternative Alternative Alternative Alternative,The Offspring,Alternative
Folk Folk Folk Folk Folk Folk Folk Folk,The Oh Hellos,Folk
Blues Blues Blues,The Originals,Blues
Blues,The Orlons,Blues
Folk,The Osborne Brothers,Folk
Blues Folk Folk,The Outlaws,Folk
Folk,The Ozark Mountain Daredevils,Folk
Alternative,The Pale White,Alternative
Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk,The Paper Kites,Folk
Blues Blues Blues Blues Blues Blues Blues,The Parlor Mob,Blues
Blues Blues,The Paul Butterfield Blues Band,Blues
Blues Blues Blues Blues Blues Blues,The Penguins,Blues
Alternative Alternative,The Phantoms,Alternative
Alternative Alternative Hip-Hop Hip-Hop Hip-Hop Hip-Hop Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz,The Pharcyde,Jazz
Blues Blues,The Picturebooks,Blues
Blues Blues Blues Blues Blues Blues Folk Folk Jazz Jazz Jazz Jazz Jazz Jazz,The Platters,Blues
Folk Folk Folk,The Pogues,Folk
Folk Folk Folk Folk Folk Folk,The Postal Service,Folk
Alternative,The Presidents Of The United States Of America,Alternative
Pop,The Pretty Reckless,Pop
Pop,The Proclaimers,Pop
Jazz,The Procussions,Jazz
Pop Pop Pop R&B R&B,The Pussycat Dolls,Pop
Jazz,The Quintet of the Hot Club of San Francisco,Jazz
Jazz Jazz,The RH Factor,Jazz
Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative,The Raconteurs,Blues
Pop,The Ready Set,Pop
Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues,The Record Company,Blues
Folk,The Red Army Choir,Folk
Pop Pop,The Red Jumpsuit Apparatus,Pop
Alternative Alternative Folk Folk Folk,The Replacements,Folk
Blues Blues Blues Blues,The Reverend Peyton's Big Damn Band,Blues
Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative,The Revivalists,Alternative
Folk Folk,The Righteous Brothers,Folk
Jazz Jazz Jazz Jazz Jazz Jazz Jazz,The Rippingtons,Jazz
Blues Blues,The Robert Cray Band,Blues
Pop,The Ronettes,Pop
Alternative Alternative Hip-Hop Hip-Hop Hip-Hop,The Roots,Hip-Hop
Pop,The Rose,Pop
Alternative,The Royal Concept,Alternative
Jazz Jazz Jazz Jazz,The Sax Pack,Jazz
Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative,The Score,Alternative
Pop Pop Pop,The Script,Pop
Blues Blues,The Seeds,Blues
Blues Blues Blues Blues Blues,The Sheepdogs,Blues
Alternative Alternative Alternative Alternative Alternative Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk Folk,The Shins,Folk
Blues Blues Blues Blues,The Shirelles,Blues
Blues Blues,The Shouting Matches,Blues
Blues,The Sideshow Tragedy,Blues
Blues,The Silhouettes,Blues
Comedy Comedy,The Singing Animal Lover,Comedy
Jazz,The Skatalites,Jazz
Comedy Comedy Comedy Comedy Comedy,The Sklar Brothers,Comedy
Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Pop Pop Pop Pop,The Smashing Pumpkins,Alternative
Blues Blues Blues,The Sonics,Blues
Jazz,The Souljazz Orchestra,Jazz
Blues,The Spaniels,Blues
Blues Blues Blues,The Spencer Davis Group,Blues
Blues Blues Blues,The Spits,Blues
Jazz,The Staple Singers,Jazz
Folk Folk Folk,The Staves,Folk
Blues Blues,The Steepwater Band,Blues
Folk,The Stills-Young Band,Folk
Blues,The Stone Foxes,Blues
Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Blues Folk,The Stooges,Blues
Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative,The Story So Far,Alternative
Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative Alternative,The Strokes,Alternative
Folk Folk Folk,The Strumbellas,Folk
Alternative,The Sugarcubes,Alternative
Hip-Hop,The Sugarhill Gang,Hip-Hop
Folk Folk,The Supremes,Folk
Blues,The Swallows,Blues
Folk,The Sweeplings,Folk
Folk,The Swell Season,Folk
Folk Folk Folk Folk Folk Folk Folk,The Tallest Man On Earth,Folk
Classical Classical Classical Classical Classical,The Tallis Scholars,Classical
Folk Folk,The Taxpayers,Folk
Alternative Alternative Alternative Pop,The Temper Trap,Alternative
Blues Blues,The Temperance Movement,Blues
Pop,The Temptations,Pop
Alternative,The Ting Tings,Alternative
Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy,The Toilet Bowl Cleaners,Comedy
