artist_name,genre_summary
Tom Rosenthal,Folk 6
Tom Scott,Jazz 2
Tom Segura,Comedy 28
Tom Speight,Folk 4
Tom T. Hall,Folk 1
Tom Waits,Folk 12
Tom Walker,Folk 6
Tomaso Albinoni,"Classical 5, Opera 91"
Tomasz Stanko Quartet,Jazz 1
Tommy Castro,Blues 2
Tommy Dorsey,Jazz 3
Tommy Edwards,Blues 1
Tommy Emmanuel,Jazz 5
Tommy Flanagan,Jazz 3
Tommy Genesis,R&B 2
Tommy Guerrero,Jazz 10
Tommy James,Folk 2
Tommy James & The Shondells,"Folk 1, Pop 1"
Tommy Johnagin,Comedy 20
Tommy McCook,Jazz 1
Tommy Olivencia,Jazz 5
Tommy Roe,Folk 1
Tommy Ryman,Comedy 10
Tomás Luis de Victoria,Classical 1
Tone Stith,"Alternative 1, R&B 10"
Toni Braxton,"Pop 1, R&B 12"
Toni Romiti,R&B 9
Tonic,"Alternative 1, Pop 1"
Tonight Alive,Pop 1
Tony Allen,Jazz 1
Tony Bennett,Jazz 22
Tony Dize,"Hip-Hop 1, Pop 1"
Tony Joe White,Blues 6
Tony Spinner,Blues 2
Tony Vega,Jazz 3
Tony! Toni! Toné!,"Hip-Hop 1, R&B 2"
Too $hort,"Hip-Hop 2, Pop 1"
Toploader,Alternative 1
Tora,"Alternative 4, R&B 3"
Torcuato Mariano,Jazz 1
Tori Amos,Folk 1
Tori Kelly,"Pop 6, R&B 19"
Toro y Moi,"Alternative 3, Folk 13, Pop 1, R&B 15"
Toru Takemitsu,Classical 1
Tory Lanez,"Hip-Hop 32, Pop 9, R&B 21"
Tosca,Jazz 2
Total,"Hip-Hop 1, R&B 2"
Toumani Diabaté,Blues 1
Tove Lo,"Pop 1, R&B 12"
Tow'rs,Folk 4
Tower Of Power,Jazz 6
Towkio,Hip-Hop 1
Townes Van Zandt,"Alternative 1, Folk 6"
Tracy Chapman,"Folk 7, Pop 1"
Traffic,"Blues 16, Folk 3"
Train,Pop 4
Trampled by Turtles,Folk 7
Trans-Siberian Orchestra,Classical 10
Transit,Alternative 1
Trapt,Alternative 3
Trash Boat,Alternative 2
Traveling Wilburys,"Blues 12, Folk 2"
Traviezoz de la Zierra,Hip-Hop 2
Travis Atreo,Pop 1
Travis Denning,Pop 1
Travis Porter,"Hip-Hop 1, Pop 1"
Travis Scott,Pop 17
Trebol Clan,Hip-Hop 2
Trevor Daniel,"Alternative 5, R&B 4"
Trevor Jackson,R&B 6
Trey Songz,"Hip-Hop 20, Pop 9, R&B 39"
Trick Daddy,"Hip-Hop 3, Pop 1"
Tricky,Jazz 3
Trina,"Hip-Hop 3, R&B 6"
Trio X of Sweden,Jazz 1
Triosence,Jazz 1
Trip Lee,Hip-Hop 2
Trivium,Alternative 8
Trombone Shorty,Jazz 1
Troop,R&B 2
Trophy Eyes,Alternative 2
Trouble,Hip-Hop 1
Troy,Pop 1
Troy Ave,Hip-Hop 1
Troye Sivan,Pop 11
Trygve Seim,Jazz 1
Tucka,Blues 8
Tullio Serafin,Opera 4
Tulus,Jazz 1
Tune-Yards,Folk 4
Tungevaag & Raaban,Pop 1
Turisas,Folk 2
Turnover,Alternative 8
Turtle Island String Quartet,Jazz 1
Tweet,R&B 1
Twenty One Pilots,Pop 13
Twilight Force,Classical 3
Twin Bandit,Folk 1
Twin Shadow,Alternative 1
Twista,"Hip-Hop 2, Pop 1, R&B 6"
Two Another,"Alternative 1, R&B 2"
Two Door Cinema Club,"Alternative 14, Pop 1"
Ty Brasel,Hip-Hop 1
Ty Dolla $ign,"Hip-Hop 8, Pop 2, R&B 27"
Ty Segall,"Alternative 1, Blues 10, Folk 2"
Tyga,"Hip-Hop 14, Pop 6"
Tyler Bryant & the Shakedown,Blues 6
Tyler Farr,Pop 1
"Tyler, The Creator","Hip-Hop 23, Pop 8"
Tynisha Keli,R&B 1
Typical Cats,Jazz 1
Tyrese,"Hip-Hop 2, R&B 1"
Tyrone Davis,Blues 5
Télépopmusik,Jazz 2
Týr,Folk 2
U. Srinivas,Classical 1
U.S. Girls,Folk 1
UFO,Blues 6
UGK,Hip-Hop 1
UMI,"Alternative 5, R&B 3"
Ugly Casanova,Folk 1
Ugly God,Hip-Hop 12
Ulices Chaidez,Pop 2
Ultimate Painting,Folk 1
Umberto Giordano,Opera 30
Uncle Kracker,Pop 2
Uncle Tupelo,"Alternative 1, Folk 1"
Unk,Hip-Hop 2
Unknown Mortal Orchestra,"Folk 7, Hip-Hop 5"
UnoTheActivist,Hip-Hop 2
Unspoken,Alternative 6
Urban Knights,Jazz 1
Urge Overkill,Alternative 1
Uriah Heep,Blues 2
Us3,Jazz 2
Usher,"Hip-Hop 12, Pop 11, R&B 27"
V.I.C.,Hip-Hop 1
VAX,Pop 1
VHS Collection,"Alternative 1, Pop 1"
VICTOR!,Pop 1
VIXX,Pop 1
VOLA,Jazz 3
Valee,Hip-Hop 3
Valentin Silvestrov,Classical 2
Valerie June,Folk 3
Valgeir Sigurðsson,Classical 1
Valley Queen,Alternative 1
Vallis Alps,Folk 3
Vampire Weekend,"Folk 12, Pop 6"
Van Canto,Classical 4
Van Morrison,"Folk 21, Pop 1"
Van William,Alternative 1
VanJess,"Alternative 2, R&B 3"
Vance Joy,"Folk 19, Pop 4"
Vancouver Sleep Clinic,"Folk 6, Pop 1"
Vanessa Carlton,"Folk 1, Pop 1"
Vanilla Fudge,Blues 2
Vanilla Ice,Hip-Hop 1
Varetta Dillard,Blues 1
Variety Lab,Jazz 1
Vashti Bunyan,Folk 1
Vedo,"Pop 1, R&B 17"
Veigar Margeirsson,Classical 1
Velorio,Comedy 1
Vels Trio,Jazz 1
Velvet Revolver,Alternative 2
Vera Blue,Pop 1
Vera Lynn,Jazz 2
Verse Simmonds,"Pop 1, R&B 1"
Vetiver,Folk 1
Vic Damone,Jazz 4
Vic Mensa,Hip-Hop 7
Vicente Garcia,Alternative 1
Vicetone,Pop 2
Vick Allen,Blues 1
Vicktor Taiwò,R&B 1
Victimas Del Doctor Cerebro,Alternative 1
Victor Hely-Hutchinson,Classical 1
Victor Villadangos,Classical 2
Victor Wooten,Jazz 4
Victoria Monét,"Alternative 1, R&B 1"
Victoria de los Ángeles,Opera 4
Victorious Cast,Pop 3
Vienna Teng,Folk 1
Vijay Iyer,Jazz 1
Viktor Vaughn,Alternative 1
Viktoria Tolstoy,Jazz 1
Vilayat Khan,Classical 1
Vildhjarta,Jazz 2
Villa Black,Jazz 1
Villagers,"Folk 2, Pop 1"
Villain,R&B 1
Villette,R&B 1
Vince Guaraldi,Jazz 1
Vince Guaraldi Trio,Jazz 11
Vince Staples,"Hip-Hop 14, Pop 2"
Vincent Ho,Classical 1
Vincent Ingala,Jazz 3
Vincenzo Bellini,"Classical 3, Opera 55"
Vincenzo Righini,Opera 2
Vintage Trouble,Blues 4
Vinyl Theatre,"Alternative 1, Pop 1"
Violent Femmes,"Alternative 3, Pop 1"
Vira Talisa,Jazz 1
Virlan Garcia,Pop 2
Visioneers,Jazz 1
Vistas,Folk 1
Vittorio Grigolo,Opera 1
Vivian Green,R&B 2
Vladimir Ashkenazy,Classical 3
Vladimir Horowitz,Classical 5
Vladimir Martynov,Classical 1
Volbeat,Alternative 18
Volcano Choir,Folk 4
Voz De Mando,Hip-Hop 1
Vyacheslav Artyomov,Classical 1
VÉRITÉ,Pop 1
Väsen,Folk 1
WALK THE MOON,Pop 3
WESLEE,"Alternative 1, R&B 1"
WHATUPRG,Hip-Hop 2
WHY?,Folk 2
WSTRN,Hip-Hop 1
Waka Flocka Flame,"Hip-Hop 12, Pop 1"
Waldeck,Jazz 3
Wale,"Hip-Hop 10, Pop 3, R&B 13"
Walker McGuire,Pop 1
Walter Beasley,Jazz 3
Walter Gieseking,Classical 1
Walter Susskind,Classical 1
Walter Trout,Blues 4
Walter Waiters,Blues 1
Walter Wanderley,Jazz 1
Walter Wolfman Washington,Blues 1
Walterwarm,Jazz 1
Wande Coal,Hip-Hop 2
Wanna One,Pop 1
Warbly Jets,Alternative 1
Wardruna,Folk 9
Warhol.SS,Hip-Hop 1
Warpaint,Folk 3
Warren G,"Hip-Hop 2, Pop 1"
Warren Haynes,Blues 6
Warren Hill,Jazz 2
Warren Smith,Blues 1
Warren Zevon,"Alternative 3, Folk 2"
Washed Out,Alternative 3
Washington Phillips,Blues 1
Watermelon Slim,Blues 1
Watsky,Hip-Hop 6
Wavves,Folk 4
Wawau Adler,Jazz 1
Wax Tailor,Jazz 6
Waxahatchee,Folk 3
Wayman Tisdale,Jazz 2
Wayne Shorter,Jazz 7
Wayne Snow,Jazz 1
We Are Messengers,Alternative 1
We Are Scientists,Alternative 1
We As Human,Alternative 1
We Five,Folk 1
We Were Sharks,Alternative 1
Weather Report,Jazz 2
Weathers,Alternative 4
Ween,Alternative 4
Weezer,"Alternative 24, Pop 11"
Weldon Irvine,Jazz 1
Welshly Arms,"Alternative 3, Blues 12"
Wendell B,Blues 9
Werner Haas,Classical 1
Wes Montgomery,Jazz 5
Wes Walker,Hip-Hop 1
Westerman,Alternative 1
Westlife,Pop 1
Westside Connection,Hip-Hop 1
Westside Gunn,Alternative 1
Wet,R&B 14
Weyes Blood,Folk 2
When In Rome,Pop 1
Whethan,Pop 4
Whilk & Misky,Alternative 1
Whiskeytown,"Alternative 1, Folk 1"
White Denim,"Blues 7, Folk 1"
White Zombie,Alternative 3
Whitesnake,Blues 14
Whitley,Folk 1
Whitney,"Folk 5, Pop 1"
Whitney Cummings,Comedy 25
Whitney Houston,"Pop 5, R&B 17"
Whole Doubts,Pop 1
Why Don't We,Pop 7
Wicca Phase Springs Eternal,Hip-Hop 1
Widespread Panic,Blues 28
Wiener Philharmoniker,Classical 4
Wifisfuneral,Hip-Hop 13
Wilbert Harrison,Blues 1
Wilco,"Alternative 4, Folk 7"
Wilczynski,Jazz 1
Wild Child,Folk 9
Wild Cub,Pop 1
Wild Nothing,Alternative 1
Wild Rivers,"Folk 7, Pop 2"
Wilhelm Kempff,Classical 1
Wilhelm Stenhammar,Classical 4
Will Downing,Jazz 2
Will Heard,R&B 1
Will Smith,"Hip-Hop 2, Pop 2"
Will Todd,Classical 1
William Basinski,Jazz 1
William Boyce,Classical 4
William Fitzsimmons,Folk 2
William Grant Still,Classical 1
William Lawes,Classical 1
William Matteuzzi,Opera 1
William Singe,R&B 13
William Tyler,Folk 2
William Walton,Classical 5
Willie Clayton,Blues 5
Willie Colón,Jazz 10
Willie Dixon,Blues 2
Willie Mabon,Blues 1
Willie Mitchell,Blues 4
Willie Rosario,Jazz 3
Wilson Meadows,Blues 2
Wilson Pickett,Folk 4
Wim Mertens,Classical 1
Wingnut Dishwashers Union,Folk 1
Wings,Folk 4
Wintertime,Hip-Hop 1
Wipers,Blues 1
Wire,Blues 1
Wishbone Ash,Blues 1
Wisin,"Hip-Hop 4, Pop 4"
Wisin & Yandel,Hip-Hop 13
Witt Lowry,Pop 6
Wiz Khalifa,"Hip-Hop 36, Pop 15"
Wojciech Kilar,Classical 1
Wolf Alice,Alternative 2
Wolf Parade,Folk 2
Wolfgang Amadeus Mozart,Classical 346
Wolfgang Lohr,Jazz 3
Wolfgang Windgassen,Opera 1
Wolfine,Pop 1
Wolfmother,"Alternative 1, Blues 10"
Wolves At The Gate,Alternative 2
Woodie Smalls,Hip-Hop 1
Woodlock,Folk 1
Woods,Folk 1
Woody Guthrie,"Blues 2, Folk 2"
Wrabel,"Folk 4, Pop 1"
Wu-Tang Clan,"Hip-Hop 7, Pop 2"
Wyatt Cenac,Comedy 18
Wyclef Jean,Pop 1
Wye Oak,Folk 2
Wynonie Harris,Blues 2
Wynton Kelly,Jazz 1
Wynton Marsalis,"Classical 4, Jazz 3"
Wynton Marsalis Septet,Jazz 1
X,Blues 8
X Ambassadors,"Alternative 13, Pop 1"
XTC,"Alternative 1, Pop 1"
XXXTENTACION,Hip-Hop 18
Xavier Montsalvatge,Classical 1
Xavier Omär,"Alternative 3, R&B 7"
Xavier Wulf,Hip-Hop 5
Xcelencia,R&B 2
Ximena Sariñana,Alternative 1
Xscap3,R&B 1
Xscape,"Hip-Hop 2, R&B 5"
Xuefei Yang,Classical 2
Xuitcasecity,Pop 4
Xzibit,Hip-Hop 2
Y La Bamba,Folk 2
YBN Cordae,Hip-Hop 4
YFN Lucci,"Hip-Hop 10, Pop 1"
YG,"Hip-Hop 20, Pop 9"
YGTUT,Hip-Hop 1
YK Osiris,"Pop 2, R&B 1"
YOG$,R&B 1
YONAKA,Alternative 2
YONAS,Hip-Hop 1
Yandel,"Hip-Hop 6, Pop 1"
Yaron Herman Trio,Jazz 1
Yashua,R&B 1
Yazmin Lacey,Jazz 3
Yeah Yeah Yeahs,"Alternative 6, Folk 4, Pop 2"
Years & Years,Pop 2
Yeasayer,Folk 1
Yeek,"Alternative 3, R&B 6"
Yelawolf,"Hip-Hop 5, Pop 1"
Yella Beezy,"Hip-Hop 8, Pop 1"
Yellow Days,Pop 2
Yellowcard,Pop 2
Yellowjackets,Jazz 1
Yes,Jazz 12
Ying Yang Twins,"Hip-Hop 1, Pop 1"
Yngwie Malmsteen,Classical 5
Yo Gotti,"Hip-Hop 7, Pop 4"
Yo La Tengo,"Alternative 2, Folk 3, Pop 1"
Yo Trane,"Pop 3, R&B 4"
Yo-Yo Ma,Classical 6
Yoke Lore,"Folk 4, Pop 2"
Yoko Kanno,Classical 1
Yolanda Adams,R&B 1
Yonderboi,Jazz 1
Yorgui Loeffler,Jazz 1
Yoshihiro Kanno,Classical 1
Young Buck,Hip-Hop 1
Young Dolph,"Hip-Hop 20, Pop 2"
Young Dro,Hip-Hop 2
Young M.A,Hip-Hop 2
Young MC,Hip-Hop 1
Young Money,Hip-Hop 3
Young Nudy,Hip-Hop 7
Young Scooter,Hip-Hop 4
Young Thug,"Hip-Hop 28, Pop 8"
Young the Giant,"Alternative 12, Pop 3"
Young-Holt Unlimited,Jazz 2
Youngbloodz,"Hip-Hop 1, Pop 1"
Youth Lagoon,Folk 2
Yppah,Jazz 3
Yuna,"Alternative 10, R&B 1"
Yung Bans,Hip-Hop 5
Yung Bleu,"Pop 2, R&B 13"
Yung Joc,Hip-Hop 2
Yung Lean,Hip-Hop 5
Yung Pinch,Hip-Hop 9
Yung Tory,Hip-Hop 4
Yunggoth✰,Hip-Hop 2
Yuri Honing Acoustic Quartet,Jazz 1
Yusef Lateef,Jazz 3
Yussef Dayes,Jazz 1
Yussef Kamaal,Jazz 3
Yusuf / Cat Stevens,Folk 8
Yuvan Shankar Raja,Hip-Hop 1
Yves Tumor,R&B 1
Z-Ro,Hip-Hop 1
Z.Z. Hill,Blues 3
ZAYN,Pop 10
ZZ Top,Blues 35
ZZ Ward,Folk 3
Zac Efron,Pop 2
Zac Flewids,Hip-Hop 1
Zacari,Alternative 4
Zager & Evans,Folk 2
Zak Abel,R&B 3
Zakir Hussain,Classical 1
Zapp,Hip-Hop 1
Zara Larsson,"Pop 4, R&B 6"
Zayde Wølf,Alternative 10
Zaytoven,Hip-Hop 3
Zaz,Jazz 3
Zbigniew Preisner,Classical 4
Zedd,Pop 5
Zee Avi,Folk 1
Zendaya,Pop 2
Zero 7,Jazz 13
Zhané,R&B 1
Zhavia Ward,Pop 1
Zhen Chen,Classical 1
Zico,R&B 4
Ziggy,R&B 1
Ziggy Alberts,Folk 4
Zion & Lennox,"Hip-Hop 3, Pop 2"
Zion I,Alternative 1
Zion.T,R&B 3
Zola Blood,Pop 1
Zoltán Kodály,Classical 3
Zoot Sims,Jazz 5
Zoé,Alternative 7
Zutty Singleton,Jazz 1
Zuzu Bollin,Blues 1
a-ha,Pop 1
alayna,"Alternative 1, R&B 1"
anders,"Alternative 3, Hip-Hop 3, R&B 9"
ayokay,Pop 4
bLAck pARty,"Alternative 1, R&B 3"
bbno$,Hip-Hop 10
benny blanco,Pop 6
benny mayne,R&B 1
blackbear,Pop 17
blink-182,Pop 7
bohemianvoodoo,Jazz 1
boy pablo,Pop 1
bülow,Pop 2
cleopatrick,"Alternative 2, Blues 3"
courtship.,Pop 1
cupcakKe,"Hip-Hop 1, Pop 1"
digitalluc,Jazz 5
dodie,Pop 1
duendita,Alternative 1
dvsn,"Alternative 7, Hip-Hop 5, Pop 2, R&B 9"
emawk,"Alternative 2, R&B 1"
for KING & COUNTRY,Alternative 12
ford.,R&B 5
fox capture plan,Jazz 2
fun.,Pop 2
gianni & kyle,Pop 6
gnash,Pop 5
goosetaf,Jazz 8
grandson,Alternative 11
iKON,Pop 1
iLOVEFRiDAY,Pop 1
isaac gracie,Folk 3
j-hope,Pop 2
jizue,Jazz 1
joan,R&B 3
kankakupiero,Alternative 1
khai dreams,R&B 13
kwassa,Folk 2
laye,R&B 1
leaf beach,Jazz 8
letherette,Jazz 1
lil aaron,Hip-Hop 1
little hurricane,Blues 3
mansionz,Pop 2
marcos g,Alternative 1
mewithoutYou,Folk 2
millic,R&B 1
miyamigo,Jazz 2
mysticphonk,Hip-Hop 2
"nothing,nowhere.",Hip-Hop 5
of Montreal,"Alternative 1, Folk 4"
offonoff,R&B 5
one sonic society,Alternative 3
oofoe,Jazz 14
pH-1,R&B 3
"quickly, quickly",Hip-Hop 1
rum.gold,R&B 1
serpentwithfeet,R&B 1
shinigami,Hip-Hop 1
slowthai,Alternative 1
tajima hal,Jazz 1
the bird and the bee,Folk 2
tides.,Jazz 3
tobi lou,Alternative 7
tusken.,Jazz 2
watt,Alternative 1
will.i.am,Pop 2
yahyel,R&B 1
zack villere,"Alternative 5, R&B 5"
Ásgeir,Folk 1
Émile Paladilhe,Opera 2
Étienne Nicolas Méhul,Classical 1
Ñejo,Hip-Hop 2
Ólafur Arnalds,"Classical 22, Pop 1"
ØDYSSEE,Jazz 5
